#adm1+code,#adm2+code,#adm3+code,#geo+lat,#geo+lon,#loc+name
GIN008,GIN008004,GIN00800403,8.71417,9.64952,POSTE DE SANTE DE DOIZIA
GIN008,GIN008004,GIN00800403,8.58695,9.77679,POSTE DE SANTE SOKOURALA
GIN008,GIN008004,GIN00800403,8.71649,9.7486,POSTE DE SANTE DE OZOLOLAZOU
GIN008,GIN008004,GIN00800402,8.81827,9.62568,Poste de santé Kpavelegbaou
GIN008,GIN008004,GIN00800401,8.62059,9.5811,Poste de sante de Bakpaou
GIN008,GIN008004,GIN00800401,8.58272,9.69863,Poste de santé Rouezou
GIN008,GIN008005,GIN00800511,7.77734,8.67919,Poste de santé de bangouéta
GIN008,GIN008005,GIN00800511,7.83963,8.70398,Poste de santé de Galakpaye
GIN008,GIN008005,GIN00800511,7.83963,8.70398,poste de santé de Nyalakpalé
GIN008,GIN008005,GIN00800511,7.78464,8.7374,Poste de santé de Gbottoye
GIN008,GIN008005,GIN00800511,7.80073,8.69832,poste de santé de Konia Aviation
GIN008,GIN008005,GIN00800511,7.73242,8.63759,Poste de santé de Lomou
GIN008,GIN008005,GIN00800511,7.72099,8.60035,Poste de santé de loukelé
GIN008,GIN008005,GIN00800511,7.78998,8.64228,Poste de santé de Moata
GIN008,GIN008005,GIN00800511,7.68028,8.73013,Poste de santé de toulemou
GIN008,GIN008005,GIN00800510,8.10118,8.8288,Poste de santé de Bowé nord
GIN008,GIN008005,GIN00800510,8.16342,8.67108,Poste de santé de Foozou
GIN008,GIN008005,GIN00800510,8.12877,8.7297,poste de santé de Kabieta
GIN008,GIN008005,GIN00800510,8.03889,8.82514,Poste de santé de Yomata
GIN008,GIN008005,GIN00800509,7.93803,8.69683,Poste de santé de Gbono
GIN008,GIN008005,GIN00800509,7.97778,8.70413,Poste de santé de Kola
GIN008,GIN008005,GIN00800509,8.03848,8.58245,poste de santé de kolakpata
GIN008,GIN008005,GIN00800509,7.95624,8.62071,Poste de santé de Kpagalaye
GIN008,GIN008005,GIN00800509,7.99673,8.61883,Poste de santé de Kpoulo
GIN008,GIN008005,GIN00800509,7.9149,8.73172,Poste de santé de Souhoulé
GIN008,GIN008005,GIN00800508,7.80691,8.76039,POSTE DE SANRE DE GBAYA
GIN008,GIN008005,GIN00800508,7.82242,8.80973,POSTE DE SANTE DE KOMOU
GIN008,GIN008005,GIN00800508,7.77314,8.96031,POSTE DE SANTE DE KOULE-SUD
GIN008,GIN008005,GIN00800508,7.88335,8.88871,POSTE DE SANTE DE NIAMPARA
GIN008,GIN008005,GIN00800508,7.86304,8.93354,POSTE DE SANTE DE BANGALY TRAORE DE NYEM
GIN008,GIN008005,GIN00800507,8.07353,8.8997,Poste de santé de Keorah
GIN008,GIN008005,GIN00800507,8.03649,8.95046,Poste de santé de Ouéyé
GIN008,GIN008005,GIN00800506,7.75527,8.83295,POSTE DE SANTE DE GONIA III
GIN008,GIN008005,GIN00800506,7.76339,8.81931,POSTE DE SANTE DE NYEN II
GIN008,GIN008005,GIN00800505,7.94464,8.9525,POSTE DE SANTE DE KEREMANDO
GIN008,GIN008005,GIN00800505,8.07416,8.96823,POSTE DE SANTE DE KEREZAGAYE
GIN008,GIN008005,GIN00800505,8.10889,8.97209,POSTE DE SANTE DE PAMPARA
GIN008,GIN008005,GIN00800504,8.15322,8.81996,Poste de santé de Boma nord
GIN008,GIN008005,GIN00800504,8.23337,8.75512,Poste de santé de Mazana
GIN008,GIN008005,GIN00800504,8.12771,8.93752,Poste de santé de Koroh
GIN008,GIN008005,GIN00800504,8.23615,8.81577,Poste de santé de Lömou
GIN008,GIN008005,GIN00800504,8.19774,8.91352,Poste de santé de Makpozou
GIN008,GIN008005,GIN00800504,8.10797,8.85965,Poste de santé de Gbana
GIN008,GIN008005,GIN00800504,8.10797,8.85965,Poste de santé de Nyèma nord
GIN008,GIN008005,GIN00800503,7.9382,9.0813,Poste de santé de Maouon
GIN008,GIN008005,GIN00800503,7.91022,8.98973,Poste de santé de Nienh
GIN008,GIN008005,GIN00800503,7.92872,9.13165,Poste de santé de Zogota
GIN008,GIN008005,GIN00800502,7.99489,8.75621,POSTE DE SANTE DE BANGOU-NORD
GIN008,GIN008005,GIN00800502,7.94253,8.80256,POSTE DE SANTE DE NONA
GIN008,GIN008005,GIN00800501,7.43443,8.79709,POSTE DE SANTE DE DOURAPA
GIN008,GIN008005,GIN00800501,7.71361,8.90498,POSTE DE SANTE DE KEREMA I
GIN008,GIN008006,GIN00800607,7.66712,9.26032,Poste de Santé Gbokomeye
GIN008,GIN008006,GIN00800607,7.66595,9.29205,Poste de Santé de Komou
GIN008,GIN008006,GIN00800607,7.6393,9.22882,Poste de sante de Kpaolé
GIN008,GIN008006,GIN00800606,7.66506,9.08366,Poste de santé de Béregna
GIN008,GIN008006,GIN00800606,7.65495,9.15652,Poste de santé de Galaye
GIN008,GIN008006,GIN00800606,7.71491,8.99921,Poste de santé de Oueta
GIN008,GIN008006,GIN00800606,7.63802,9.18767,Poste de santé Yilata
GIN008,GIN008006,GIN00800605,7.45304,9.2257,POSTE DE SANTE DE SAORO
GIN008,GIN008006,GIN00800605,7.25549,9.05671,POSTE DE SANTE DE SOOPA
GIN008,GIN008006,GIN00800605,7.29684,8.98792,POSTE DE SANTE
GIN008,GIN008006,GIN00800605,7.28121,8.87984,POSTE DE SANTE DE NAAPA
GIN008,GIN008006,GIN00800604,7.74687,9.14653,Poste de sante de Ballo
GIN008,GIN008006,GIN00800604,7.71531,9.26826,Poste de sante de bamakama
GIN008,GIN008006,GIN00800604,7.7878,9.09987,Poste de sante de lonkondia
GIN008,GIN008006,GIN00800604,7.84866,9.10642,Poste de sante de Ouro II
GIN008,GIN008006,GIN00800604,7.72868,9.21018,Poste de sante de Ouéya
GIN008,GIN008006,GIN00800604,7.76547,9.26901,Poste de sante de Yalakpalé
GIN008,GIN008006,GIN00800603,7.34846,9.1507,Poste de Santé Galakpaye
GIN008,GIN008006,GIN00800603,7.4671,9.06158,Poste de Santé de Gbamou
GIN008,GIN008006,GIN00800603,7.4671,9.06158,Poste de Santé de Pamporé
GIN008,GIN008006,GIN00800603,7.35729,9.05055,Poste de Santé de Kpoo
GIN008,GIN008006,GIN00800603,7.38248,9.07214,Poste de Santé de Nawei Cité
GIN008,GIN008006,GIN00800602,7.44045,9.24136,Poste de sante de kpaolé
GIN008,GIN008006,GIN00800602,7.39406,9.21693,Poste de sante de Lagbara
GIN008,GIN008006,GIN00800601,7.61877,9.32303,Poste de sante de Gottoye
GIN008,GIN008006,GIN00800601,7.4867,9.28589,Poste de sante de Kolié
GIN008,GIN008006,GIN00800601,7.44532,9.38679,Poste de sante Yowa
GIN007,GIN007001,GIN00700109,10.83477,12.33937,Poste de Santé de Djiguiwel
GIN007,GIN007001,GIN00700109,10.7628,12.27997,Poste de sante Sebhory
GIN007,GIN007001,GIN00700109,10.74536,12.35391,Poste de santé Petty
GIN007,GIN007001,GIN00700109,10.90661,12.35909,Poste de santé Hamagbère
GIN007,GIN007001,GIN00700109,10.91151,12.29557,Poste de santé Bindi centre
GIN007,GIN007001,GIN00700109,10.84309,12.29688,Poste de Santé
GIN007,GIN007001,GIN00700109,10.88217,12.30797,Poste de santé de Djangolo centre
GIN007,GIN007001,GIN00700108,10.85917,12.04251,Poste de Santé de Kourou
GIN007,GIN007001,GIN00700107,10.59593,12.27384,POSTE DE SANTE KESSEMA
GIN007,GIN007001,GIN00700107,10.67436,12.34586,POSTE DE SANTE DE THIORMBI
GIN007,GIN007001,GIN00700107,10.72155,12.40147,POSTE DE SANTE DE LOOPE
GIN007,GIN007001,GIN00700106,11.10216,12.21096,POSTEDE SANTE DE BANGA CENTRE
GIN007,GIN007001,GIN00700105,11.12497,12.11074,POSTE DE SANTE TELIWAL
GIN007,GIN007001,GIN00700105,11.12042,12.06173,POSTE DE SANTE
GIN007,GIN007001,GIN00700104,10.78455,12.25585,POSTE DE SANTE
GIN007,GIN007001,GIN00700103,10.85917,12.04251,Poste de Santé de Kourou
GIN007,GIN007001,GIN00700102,10.70186,12.30593,POSTE DE SANTE KAMAKOU MIMIDE
GIN007,GIN007001,GIN00700102,10.73354,12.23596,POSTE DE SANTE DE DALABA MISSIDE
GIN007,GIN007001,GIN00700101,11.01141,12.09663,Poste de santé de M'bouro
GIN007,GIN007001,GIN00700101,11.01141,12.09663,Poste de Santé de Yalè
GIN007,GIN007001,GIN00700101,11.03046,12.05244,Poste de Santé
GIN007,GIN007001,GIN00700101,11.03299,12.01242,Poste de santé
GIN007,GIN007001,GIN00700110,11.207,12.12508,POSTE DE SANTE GALY
GIN007,GIN007001,GIN00700110,11.22093,12.01967,POSTE DE SANTE GNEKEMA
GIN007,GIN007001,GIN00700110,11.16499,12.1271,POSTE DE SANTE KENENE
GIN007,GIN007002,GIN00700214,10.50694,12.18512,poste de santé de Gouba
GIN007,GIN007002,GIN00700214,10.51722,12.0702,Poste de santé Soumbalako Tokossère cent
GIN007,GIN007002,GIN00700213,10.5866,11.80869,POSTE DE SANTE KIGNAOURIYA
GIN007,GIN007002,GIN00700210,10.70883,11.68166,Poste de santé de Bourouwil
GIN007,GIN007002,GIN00700209,10.6666,11.99232,POSTE DE SANTE DARSALAM
GIN007,GIN007002,GIN00700208,10.13667,11.65334,Centre de Santé Ourekaba
GIN007,GIN007002,GIN00700208,10.2859,11.50366,Poste de Santé Selleya
GIN007,GIN007002,GIN00700208,10.04865,11.70052,Poste de Santé Sitakoto
GIN007,GIN007002,GIN00700207,10.71967,11.8702,Poste de santé Torobbè
GIN007,GIN007002,GIN00700205,10.30808,12.33337,CENTRRE DE SANTE KOUNKOURE CENTRE
GIN007,GIN007002,GIN00700205,10.30678,12.29181,POSTE DE SANTE TAMAGALY
GIN007,GIN007002,GIN00700204,10.40491,11.79258,Poste de Santé Ndire Mawdè
GIN007,GIN007002,GIN00700203,10.7227,11.91975,P SANTE POUKOU
GIN007,GIN007002,GIN00700202,10.49575,11.96747,POSTE DE SANTE DINDEYA
GIN007,GIN007002,GIN00700202,10.5965,12.03456,PS SOUMBALAKO
GIN007,GIN007002,GIN00700202,10.5965,12.03456,PS SAMBAMARE
GIN007,GIN007002,GIN00700201,10.59786,12.18678,Poste de Santé de Dioungol
GIN007,GIN007003,GIN00700312,11.0211,12.571,POSTE DE SANTE
GIN007,GIN007003,GIN00700312,11.10396,12.47591,POSTE DE SANTE
GIN007,GIN007003,GIN00700312,11.04766,12.51001,POSTE DE SANTE WORE WONVI
GIN007,GIN007003,GIN00700312,11.04766,12.51001,POSTE DE SANTE SARAN PISSIDE
GIN007,GIN007003,GIN00700312,11.15539,12.47689,POSTE DE SANTE FELLEL BANTAN
GIN007,GIN007003,GIN00700312,11.1229,12.5022,CENTRE DE SANTE T.TOUNNI
GIN007,GIN007003,GIN00700311,11.305,12.6011,Samba Barry
GIN007,GIN007003,GIN00700311,11.0959,12.57108,Poste de Sante
GIN007,GIN007003,GIN00700311,11.13451,12.56082,PS
GIN007,GIN007003,GIN00700310,11.13028,12.38711,POSTE DE SANTE DE SARAYA
GIN007,GIN007003,GIN00700310,11.16609,12.39013,POSTE DE SANTE DE KOKOULO
GIN007,GIN007003,GIN00700309,10.81858,12.69982,POSTE DE SANTE NINGUETERE
GIN007,GIN007003,GIN00700309,10.64278,12.84595,CENTRE DE SANTE DE SANGAREAH
GIN007,GIN007003,GIN00700309,10.68444,12.68436,PS SAARI
GIN007,GIN007003,GIN00700309,10.56839,12.82741,POSTE DE SANTE DE SOÏLENTA
GIN007,GIN007003,GIN00700308,11.05991,12.40336,CENTRE  DE SANTE
GIN007,GIN007003,GIN00700308,11.06967,12.41638,CENTRE DE SANTE GADHA KOUBI
GIN007,GIN007003,GIN00700307,11.22842,12.64393,POSTE DE SANTE DE DEBEYA
GIN007,GIN007003,GIN00700307,11.22713,12.68932,POSTE DE SANTE LOUKOUTA CENTRE
GIN007,GIN007003,GIN00700307,11.07665,12.67754,POSTE DE SANTE DE SAFAA
GIN007,GIN007003,GIN00700307,11.13281,12.62313,POSTE DE SANTE DE WENDOU
GIN007,GIN007003,GIN00700306,10.88722,12.48635,Poste de Santé de Hamdallaye
GIN007,GIN007003,GIN00700306,10.88722,12.48635,Poste de Santé de Kambako
GIN007,GIN007003,GIN00700306,10.94001,12.48007,Poste de Santé de Ndantari
GIN007,GIN007003,GIN00700306,10.88008,12.5078,Poste de Santé Ndiré
GIN007,GIN007003,GIN00700306,10.86194,12.4327,Poste de Santé de Palaga Centre
GIN007,GIN007003,GIN00700306,10.89403,12.59836,Poste de Santé
GIN007,GIN007003,GIN00700305,10.97883,12.81876,POSTE DE SANTE DIOUNKOUN
GIN007,GIN007003,GIN00700305,10.92717,12.84158,POSTE DE SANTE WAREYA
GIN007,GIN007003,GIN00700305,10.82603,12.84475,POSTE DE SANTE KOUYE
GIN007,GIN007003,GIN00700305,10.82714,12.93858,POSTE DE SANTE FARO
GIN007,GIN007003,GIN00700304,10.82541,12.41154,POSTE DE SANTE YORGO BOUSSOURA
GIN007,GIN007003,GIN00700304,10.77878,12.45961,poste de sante debin diawiya
GIN007,GIN007003,GIN00700304,10.86102,12.37963,poste de sante bambeto
GIN007,GIN007003,GIN00700304,10.81699,12.365,poste de sante djindji
GIN007,GIN007003,GIN00700303,11.01612,12.66991,POSTE DE SANTE DE DOUKOUKOU
GIN007,GIN007003,GIN00700303,11.00471,12.65467,POSTE DE SANTE SOMO
GIN007,GIN007003,GIN00700303,11.00332,12.73097,POSTE DE SANTE DE TOUMA
GIN007,GIN007003,GIN00700303,11.2518,12.74824,POSTE DE SANTE PELLEL MAWDE
GIN007,GIN007003,GIN00700302,10.94523,12.36685,POSTE DE SANTE DE BOMBOLI
GIN007,GIN007003,GIN00700301,11.05213,12.30005,POSTE DE SANTE DE MISSIDE HINDE
GIN006,GIN006001,GIN00600106,11.57919,12.06297,POSTE DE SANTE NYAKAYA CENTRE
GIN006,GIN006001,GIN00600106,11.64011,12.20739,POSTE DE SANTE BANSOUMA
GIN006,GIN006001,GIN00600106,11.49997,12.09918,PS THIEWIRE
GIN006,GIN006001,GIN00600106,11.60043,12.19702,POSTE DE SANTE DARA PELLI CENTRE
GIN006,GIN006001,GIN00600105,11.4777,11.95144,POSTE DE SANTE
GIN006,GIN006001,GIN00600105,11.42193,12.02932,POSTE DE SANTE DEBHOUNDOU TIMBO
GIN006,GIN006001,GIN00600105,11.42193,12.02932,POSTE DE SANTE DEKOUNDJEA
GIN006,GIN006001,GIN00600105,11.40509,11.98494,POSTE DE SANTE
GIN006,GIN006001,GIN00600104,11.71905,11.94623,CEBTRE DE SANTE DE MATAKAOU
GIN006,GIN006001,GIN00600104,11.75109,11.93679,POSTE DE SANTE MISSIA DIAKAAGHE
GIN006,GIN006001,GIN00600103,11.54461,11.93589,Poste de sante Tanghitère
GIN006,GIN006001,GIN00600103,11.53385,11.86616,Poste sante Moromi
GIN006,GIN006001,GIN00600102,12.11134,11.5411,POSTE DE SANTE DE TEMBERING
GIN006,GIN006001,GIN00600102,12.08142,11.61002,POSTE DE SANTE LEY SERE
GIN006,GIN006001,GIN00600102,11.95512,11.6025,POSTE DE SANTE FISSAYA CENTRE
GIN006,GIN006001,GIN00600101,11.60685,11.77567,POSTE DE SANTE DE SOULOUERDE CENTRE
GIN006,GIN006001,GIN00600101,11.75131,11.78333,POSTE DE SANTE SIMILY CENTRE
GIN006,GIN006001,GIN00600101,11.79365,11.75748,PS NHELOYE
GIN006,GIN006001,GIN00600101,11.67381,11.78881,PS BOUSSOURA
GIN006,GIN006001,GIN00600101,11.6661,11.71598,PS HORE LITES
GIN006,GIN006001,GIN00600101,11.62615,11.78261,POSTE DE SANTE BASSARA CENTRE
GIN006,GIN006002,GIN00600212,11.46901,12.19224,Poste deSanté Diogoma
GIN006,GIN006002,GIN00600212,11.43376,12.16505,Poste de Santé Hamdallaye
GIN006,GIN006002,GIN00600212,11.36581,12.13925,Poste de Santé
GIN006,GIN006002,GIN00600211,11.43336,12.46247,Douka
GIN006,GIN006002,GIN00600211,11.39318,12.4053,Popodara
GIN006,GIN006002,GIN00600211,11.42247,12.35481,Satina
GIN006,GIN006002,GIN00600211,11.42712,12.38932,Hamdallaye
GIN006,GIN006002,GIN00600211,11.42712,12.38932,Somboly
GIN006,GIN006002,GIN00600210,11.20754,12.2287,Poste de Santé
GIN006,GIN006002,GIN00600210,11.25953,12.22878,Poste de Santé Diawoya
GIN006,GIN006002,GIN00600210,11.16599,12.21494,Poste de Santé
GIN006,GIN006002,GIN00600210,11.2279,12.17914,PS de Konndjèya
GIN006,GIN006002,GIN00600209,11.31551,12.27426,Centre de Santé Dow-salé
GIN006,GIN006002,GIN00600209,11.37557,12.31882,Poste Santé Saala
GIN006,GIN006002,GIN00600208,11.55901,12.39557,Poste de Santé de Horè Fello
GIN006,GIN006002,GIN00600208,11.52483,12.40565,Poste de Santé NDanta
GIN006,GIN006002,GIN00600208,11.52483,12.40565,Poste de Santé de Théhel
GIN006,GIN006002,GIN00600208,11.51544,12.44158,Poste de santé de N'Dita
GIN006,GIN006002,GIN00600207,11.3083,12.15494,P.S Kalan
GIN006,GIN006002,GIN00600206,11.23275,12.49047,E.S
GIN006,GIN006002,GIN00600206,11.23247,12.45343,P.S
GIN006,GIN006002,GIN00600206,11.16476,12.43215,p.s
GIN006,GIN006002,GIN00600206,11.21714,12.39236,Centre de Santé Hafia
GIN006,GIN006002,GIN00600206,11.19897,12.47912,p.s
GIN006,GIN006002,GIN00600206,11.25531,12.43329,PS
GIN006,GIN006002,GIN00600205,11.25958,12.3962,P.S
GIN006,GIN006002,GIN00600203,11.39393,12.5778,P.santé Kitiya
GIN006,GIN006002,GIN00600203,11.41356,12.48632,Douka
GIN006,GIN006002,GIN00600203,11.2952,12.4733,Poste de santé de Koula Tokossérè
GIN006,GIN006002,GIN00600202,11.22273,12.31426,Centre de santé
GIN006,GIN006002,GIN00600202,11.17,12.31768,P.S Dara Kethion
GIN006,GIN006002,GIN00600202,11.18207,12.36906,Poste de santé Fello Bantan
GIN006,GIN006002,GIN00600201,11.52349,12.22894,Kourahoye
GIN006,GIN006002,GIN00600201,11.60222,12.32615,Poste de santé
GIN006,GIN006002,GIN00600201,11.48552,12.34565,Poste de santé
GIN006,GIN006002,GIN00600201,11.59659,12.26677,Poste de santé
GIN006,GIN006002,GIN00600213,11.45094,12.27021,Gnaworo Missidè
GIN006,GIN006002,GIN00600213,11.36039,12.22999,Poste de santé
GIN006,GIN006003,GIN00600311,11.59949,12.51544,POSTE DE SANTE DE HYDAYATOU
GIN006,GIN006003,GIN00600311,11.67741,12.47099,POSTE DE SANTE
GIN006,GIN006003,GIN00600311,11.57916,12.54965,PS DENA
GIN006,GIN006003,GIN00600311,11.57715,12.63602,PS HORE HOLLANDE
GIN006,GIN006003,GIN00600310,11.27971,12.86584,PS MOUMINIYA
GIN006,GIN006003,GIN00600310,11.31353,12.79457,PS TELE
GIN006,GIN006003,GIN00600310,11.33683,12.79497,PS TELIWEL
GIN006,GIN006003,GIN00600306,11.47255,12.68615,PS DJINKAN
GIN006,GIN006003,GIN00600305,11.6109,12.3994,PS LAREWEL
GIN006,GIN006003,GIN00600305,11.6111,12.47161,PS DE BOMBI-BOUROU
GIN006,GIN006003,GIN00600305,11.55393,12.48864,PS TOWNDE
GIN006,GIN006003,GIN00600305,11.59397,12.50825,PS ZAWIA
GIN006,GIN006003,GIN00600304,11.49688,12.63836,PS GNEGUERE
GIN006,GIN006003,GIN00600303,11.12541,12.84734,PS WEEDOU FETO
GIN006,GIN006003,GIN00600303,11.15962,12.82209,PS TOWGO
GIN006,GIN006003,GIN00600303,11.17788,12.77361,PS MADINA
GIN006,GIN006003,GIN00600302,11.47939,12.49018,POSTE DE SANTE KOREGHANI
GIN006,GIN006003,GIN00600302,11.51562,12.53725,PS GNAGNANTOU
GIN006,GIN006003,GIN00600302,11.45271,12.47764,POSTE DE SANTE LABICO
GIN006,GIN006003,GIN00600302,11.50822,12.50672,PS HORE FELLO
GIN006,GIN006003,GIN00600301,11.37252,12.77725,POSTE DE SANTE HORE-DJOLY
GIN006,GIN006003,GIN00600301,11.37469,12.80671,PS DJIDALA
GIN006,GIN006004,GIN00600413,11.82875,12.30294,PS Donghol
GIN006,GIN006004,GIN00600413,11.84145,12.32515,Poste de Santé Goumba
GIN006,GIN006004,GIN00600413,11.80235,12.43636,Poste de Santé de Horé Ndala
GIN006,GIN006004,GIN00600413,11.78982,12.35412,PS Yalagué
GIN006,GIN006004,GIN00600413,11.84089,12.39998,Poste de Santé de Kelin 1
GIN006,GIN006004,GIN00600412,12.25917,12.80142,Poste de Santé de Bandanikonen
GIN006,GIN006004,GIN00600412,12.08928,12.74422,PS Sangui
GIN006,GIN006004,GIN00600411,11.80335,12.08003,POste de Santé Daramèrè Centre
GIN006,GIN006004,GIN00600411,11.87086,12.09306,Poste de santé missira hamdallaye
GIN006,GIN006004,GIN00600411,11.87086,12.09306,Poste de santé dara madina
GIN006,GIN006004,GIN00600411,11.84423,12.09958,centre de santé de teliré centre
GIN006,GIN006004,GIN00600410,12.03578,12.26126,Poste de santé
GIN006,GIN006004,GIN00600410,11.98507,12.32811,Poste de santé de Bhoundou Hollandé
GIN006,GIN006004,GIN00600410,12.09387,12.2259,Poste de santé Bogoma centre
GIN006,GIN006004,GIN00600410,12.03146,12.32649,Poste de santé Mali Missidé centre
GIN006,GIN006004,GIN00600410,12.05593,12.37147,Poste de santé de N'dantawi centre
GIN006,GIN006004,GIN00600410,12.10671,12.13875,Poste de santé de Kakikaré
GIN006,GIN006004,GIN00600410,12.04682,12.21595,Poste de santé Missidé Wanwan
GIN006,GIN006004,GIN00600409,11.83087,11.88189,Poste de Santé de Bassanya
GIN006,GIN006004,GIN00600408,12.08401,12.53747,Poste de santé Missidè Daali
GIN006,GIN006004,GIN00600408,12.08296,12.66965,Poste de sante Kalansa (Sougué)
GIN006,GIN006004,GIN00600407,12.16426,12.4778,POSTE DE SANTE DE FINA
GIN006,GIN006004,GIN00600406,12.00744,12.17617,Poste de Santé
GIN006,GIN006004,GIN00600406,11.94993,12.2842,Poste de Santé de Ferifetou Centre
GIN006,GIN006004,GIN00600406,11.97569,12.24307,Poste de Santé de Kenseya
GIN006,GIN006004,GIN00600405,11.97024,12.46119,Poste de santé Hamdallaye
GIN006,GIN006004,GIN00600405,11.97024,12.46119,Poste de Santé Daralabé
GIN006,GIN006004,GIN00600405,11.97757,12.36764,Poste de Santé Demougayah Centre
GIN006,GIN006004,GIN00600405,11.96666,12.42274,Poste de santé Saaré
GIN006,GIN006004,GIN00600404,11.93533,12.37161,Poste de Kansaghel centre
GIN006,GIN006004,GIN00600404,11.90151,12.35018,Poste de Santé Bamba Fougué
GIN006,GIN006004,GIN00600404,11.90151,12.35018,Poste de santé Samantan
GIN006,GIN006004,GIN00600403,11.85546,12.69926,Poste de santé Badougoula
GIN006,GIN006004,GIN00600403,11.80101,12.48361,Poste de santé Boullere Centre
GIN006,GIN006004,GIN00600403,11.76554,12.59261,Poste de santé Bassingué
GIN006,GIN006004,GIN00600403,11.87536,12.48975,Poste de Santé Dagali
GIN006,GIN006004,GIN00600402,11.71409,12.17599,Poste de Santé Bandeya Misside
GIN006,GIN006004,GIN00600402,11.85162,12.2336,Poste de Santé Fougha
GIN006,GIN006004,GIN00600402,11.74079,12.21999,Poste de Santé de Ndanta
GIN006,GIN006004,GIN00600401,12.14923,11.83254,CENTRE DE SANTE BALAKI CENTRE
GIN006,GIN006004,GIN00600401,12.37693,11.96572,POSTE DE SANTE FOULAYA
GIN006,GIN006005,GIN00600510,11.34753,11.63377,POSTE DE SANTE KELELA
GIN006,GIN006005,GIN00600510,11.36284,11.77934,POSTE DE KEGNA
GIN006,GIN006005,GIN00600510,11.3068,11.66843,POSTE DE SANTE DE SOUMETA
GIN006,GIN006005,GIN00600509,11.34429,11.85023,POSTE DE SANTE BADI
GIN006,GIN006005,GIN00600509,11.34716,11.91868,POSTE DE SANTE BARINKO
GIN006,GIN006005,GIN00600509,11.38343,11.91232,POSTE DE SANTE
GIN006,GIN006005,GIN00600509,11.31913,11.84707,POSTE DE SANTE BARITA
GIN006,GIN006005,GIN00600508,11.22226,11.80701,POSTE DE SANTE DE KOUNTAN
GIN006,GIN006005,GIN00600508,11.27451,11.7111,POSTE DE SANTE
GIN006,GIN006005,GIN00600508,11.28317,11.80633,POSTE DE SANTE MALIPAN MISSIDE
GIN006,GIN006005,GIN00600508,11.2697,11.74322,POSTE DE SANTE LEY DIOUFOUN
GIN006,GIN006005,GIN00600507,11.60615,11.52275,POSTE DE SANTE KOUMBAMA MOSQUE CENTRE
GIN006,GIN006005,GIN00600507,11.57508,11.57815,POSTE DE SANTE KOLLET TANGALY
GIN006,GIN006005,GIN00600507,11.60628,11.29427,POSTE DE SANTE DE LALLABORA
GIN006,GIN006005,GIN00600506,11.48922,11.80274,POSTE DE PARAWOL
GIN006,GIN006005,GIN00600506,11.40842,11.82993,POSTE DE SANTE
GIN006,GIN006005,GIN00600506,11.46853,11.8734,POSTE DE SANTE
GIN006,GIN006005,GIN00600505,11.4048,11.54165,KEGNEOULA CENTRE POSTE SANTE
GIN006,GIN006005,GIN00600505,11.45614,11.40302,POSTE DE SANTE DE KABARY
GIN006,GIN006005,GIN00600504,11.07351,11.85243,POSTE SANTE DIAJOUNABLE
GIN006,GIN006005,GIN00600503,11.19642,11.7332,POSTE DE SANTE KONYEYA CENTRE
GIN006,GIN006005,GIN00600503,11.14955,11.68954,POSTE DE SANTE KEMAYA
GIN006,GIN006005,GIN00600503,11.10031,11.76437,POSTE DE SANTE SANGOUYA
GIN006,GIN006005,GIN00600501,11.24782,11.90914,POSTE DE SANTE
GIN006,GIN006005,GIN00600501,11.2378,11.98164,POSTE DE SANTE
GIN005,GIN005001,GIN00500103,9.71047,13.44683,Poste de santé de Bentouraya
GIN005,GIN005001,GIN00500102,9.81849,13.36724,Poste de Santé de Kolakhouré
GIN005,GIN005001,GIN00500102,9.82895,13.25087,Poste de Santé de Moriakhori
GIN005,GIN005001,GIN00500101,9.69983,13.40939,POSTE DE SANTE DE SOMAYA CENTRE
GIN005,GIN005001,GIN00500104,9.62123,13.4122,POSTE DE SANTE DE DONEA
GIN005,GIN005001,GIN00500104,9.62122,13.2617,POSTE DE SANTE DE LEBEMERE
GIN005,GIN005001,GIN00500104,9.62122,13.2617,POSTE DE SANTE DE KIRIYA
GIN005,GIN005001,GIN00500104,9.70066,13.33236,POSTE DE SANTE DE KENDOUMAYA
GIN005,GIN005001,GIN00500104,9.67335,13.40348,POSTE DE SANTE DE KOUYEYAH
GIN005,GIN005001,GIN00500104,9.65376,13.29066,POSTE DE SANTE DE KOUNSSOUTA
GIN005,GIN005001,GIN00500104,9.6357,13.32664,POSTE DE SANTE DE MANGATA
GIN005,GIN005001,GIN00500104,9.66504,13.32073,POSTE DE SANTE DE TAMBAYA
GIN005,GIN005001,GIN00500104,9.65561,13.35341,POSTE DE SANTE DE TOGUIRON
GIN005,GIN005001,GIN00500104,9.61964,13.17206,POSTE DE SANTE DE YENGUIAKHORY
GIN005,GIN005002,GIN00500207,10.29115,13.32555,PS YENGUISSA
GIN005,GIN005002,GIN00500207,10.20786,13.19787,POSTE DE SANTE DE SIMBARAYA
GIN005,GIN005002,GIN00500207,10.30898,13.22987,POSTE DE SANTE DOMIAGBE
GIN005,GIN005002,GIN00500206,10.16326,13.70428,POSTE DE SANTE MISSIRA
GIN005,GIN005002,GIN00500206,10.01219,13.68014,POSTE DE SANTE KENENDE
GIN005,GIN005002,GIN00500206,9.98447,13.82613,PS MOUSSAYA
GIN005,GIN005002,GIN00500206,10.10917,13.89552,POSTE SANTE KONFONYA
